state,covered,critic_pred,true_value,abs_error,signed_error
234,True,0.026494942605495453,-0.045444653746738894,0.07193959635223435,0.07193959635223435
235,False,-0.04020193964242935,-1.0000001415780082,0.9597982019355789,0.9597982019355789
236,False,0.1251051425933838,-0.9999993792365446,1.1251045218299285,1.1251045218299285
237,False,0.22060102224349976,-0.9999995177569936,1.2206005400004933,1.2206005400004933
238,False,0.05331110209226608,-0.9999994344165376,1.0533105365088038,1.0533105365088038
239,False,0.2562504708766937,-1.0000002105375778,1.2562506814142715,1.2562506814142715
240,False,-1.1466426849365234,-0.999998058494215,0.14664462644230847,-0.14664462644230847
241,False,-0.8155030608177185,-0.999998164145629,0.18449510332791053,0.18449510332791053
242,False,-1.0685815811157227,-0.9997698451691897,0.068811735946533,-0.068811735946533
243,True,-0.7692129015922546,-0.9997618020297712,0.23054890043751652,0.23054890043751652
244,True,-0.7552013993263245,-0.9997589369233212,0.24455753759699672,0.24455753759699672
245,True,-0.6959784030914307,-0.9997561493284177,0.30377774623698706,0.30377774623698706
246,True,-0.7315371632575989,-0.9997619868713409,0.268224823613742,0.268224823613742
247,True,-0.8409660458564758,-0.999770680563573,0.15880463470709716,0.15880463470709716
248,True,-0.8103194832801819,-0.9995389822551144,0.1892194989749325,0.1892194989749325
249,True,-0.5663276314735413,-0.9993832436608846,0.43305561218734334,0.43305561218734334
250,True,-0.8273014426231384,-0.9993742459888655,0.17207280336572706,0.17207280336572706
251,True,-0.5873416066169739,-0.9995762902674179,0.412234683650444,0.412234683650444
252,True,-0.7264924049377441,-0.9997186039457734,0.27322619900802925,0.27322619900802925
253,True,-0.5863417983055115,-0.9997990987824898,0.4134573004769784,0.4134573004769784
254,False,-0.6623374819755554,-0.9996192339544065,0.33728175197885113,0.33728175197885113
255,True,-0.490953654050827,-0.9997914045244916,0.5088377504736645,0.5088377504736645
256,True,-0.4146738052368164,-0.9997848406272287,0.5851110353904123,0.5851110353904123
257,False,-0.36768704652786255,-0.3379092749655421,0.029777771562320476,-0.029777771562320476
258,False,-0.17929938435554504,-0.3001425059776466,0.12084312162210153,0.12084312162210153
259,True,-0.13344022631645203,-0.2906707116511621,0.15723048533471007,0.15723048533471007
260,True,-0.16172745823860168,-0.28235857390789476,0.12063111566929308,0.12063111566929308
261,True,-0.10788387805223465,-0.16018984398747965,0.052305965935245,0.052305965935245
262,True,-0.07786297798156738,-0.06472242197239124,0.013140556009176144,-0.013140556009176144
263,True,0.028277479112148285,-0.04483220994065959,0.07310968905280787,0.07310968905280787
264,True,0.04350690543651581,-0.034365016345141934,0.07787192178165775,0.07787192178165775
265,False,-0.11501041799783707,-1.0000001621989725,0.8849897442011354,0.8849897442011354
266,False,-0.018007010221481323,-0.9999992944357562,0.9819922842142749,0.9819922842142749
267,False,0.09484554827213287,-0.9999995796318034,1.0948451279039362,1.0948451279039362
268,False,0.2923923432826996,-1.000000012928915,1.2923923562116146,1.2923923562116146
269,False,0.16093748807907104,-1.0000001674969108,1.1609376555759818,1.1609376555759818
270,False,-1.1631478071212769,-0.9999979317942822,0.16314987532699465,-0.16314987532699465
271,False,-1.1819043159484863,-0.9997794120035476,0.18212490394493874,-0.18212490394493874
272,False,-1.0143624544143677,-0.9997726190503343,0.014589835364033354,-0.014589835364033354
273,False,-1.1101237535476685,-0.9998647334923609,0.11025902005530752,-0.11025902005530752
274,False,-0.7569593787193298,-0.9997595810005931,0.2428002022812633,0.2428002022812633
275,False,-0.7404734492301941,-0.9997527272143312,0.2592792779841371,0.2592792779841371
276,True,-0.9565607905387878,-0.9997496943472176,0.04318890380842977,0.04318890380842977
277,True,-0.8290091156959534,-0.999767308316807,0.17075819262085368,0.17075819262085368
278,True,-0.8733897805213928,-0.9995467460498714,0.12615696552847855,0.12615696552847855
